Location,Country,Temperature,CO2Emissions ,SeaLevelRise ,Precipitation ,Humidity ,Windspeed 
Port Lindamouth,Gibraltar,4.3605194,480.6076,-0.34450918,23.737017,47.865414,31.001106
Lynchmouth,Maldives,12.74219,447.34225,-0.35433447,44.04535,7.032727,9.71387
West Michaelville,United States Virgin Islands,15.341499,391.6065,-1.4697047,65.800514,50.9016,16.262865
Arthurberg,Tunisia,17.881666,327.26096,2.3417282,26.21765,38.64289,32.428913
Morrischester,Fiji,15.240661,406.95517,-1.4118314,77.16766,0.4027778,2.7178192
Laurieburgh,Spain,9.151126,315.2478,-0.10741065,48.761654,45.8663,48.904556
Sancheztown,Uzbekistan,13.791993,373.23605,-0.14346988,2.678334,2.1244051,49.482525
Lake Jamesbury,Mozambique,14.777075,389.8954,0.39105988,54.90834,54.465954,14.992038
Benderberg,Swaziland,16.345934,412.5452,0.32482755,8.988865,12.166149,36.806232
Burnsstad,Swaziland,10.496452,427.9966,-1.3099037,71.950836,59.844757,7.690795
Lake Tracyland,Tuvalu,18.21912,427.06436,1.5782657,85.72955,7.6243196,49.413513
Millerberg,Indonesia,19.86002,434.67084,-0.9098046,17.973671,23.47387,28.994696
Richardbury,Hong Kong,27.669115,340.13724,2.046045,66.802734,98.864334,35.729538
Fosterside,Cameroon,23.684603,339.34473,0.7795597,74.53985,99.797035,26.515455
Rachaelberg,Azerbaijan,17.9356,354.3604,0.8480733,58.747864,70.8604,24.45257
West Jesse,French Guiana,14.157608,408.6241,1.1924781,61.608704,99.28836,43.55087
Hughesborough,Tokelau,23.80747,386.99265,-0.03163553,43.39343,17.851343,34.798332
Timothychester,Palau,11.946296,419.4713,0.19887832,92.60918,60.39124,9.341422
Knappport,Slovakia (Slovak Republic),16.697441,434.47604,-1.1602336,33.915424,38.192825,47.34187
Sanchezfort,Western Sahara,14.191146,339.56146,-0.33366138,90.15353,21.512186,32.624054
Lake Lindsayville,Senegal,9.904129,425.66873,-0.07284986,13.090921,26.59285,33.496265
South Dianaborough,Germany,12.466715,442.9237,-0.3532648,19.679071,14.667538,9.179489
Byrdmouth,Anguilla,7.921453,419.0845,0.047231987,98.09732,19.021076,11.048306
Lake Michaelborough,Madagascar,11.263493,457.61594,-0.4487451,26.434988,43.25646,22.299032
Aaronview,Qatar,7.393941,363.59665,1.1032252,57.92329,42.77746,43.62185
Kimberlyfurt,Greenland,5.775407,409.28986,-0.9879815,44.00274,71.30514,35.597248
West Tinatown,Czech Republic,13.068186,393.64636,-1.2472721,46.44104,19.058048,22.831026
Port Lorettaburgh,Tunisia,22.989578,481.93076,0.96920586,50.734463,10.443657,16.40683
Lunatown,Mozambique,19.618362,349.28946,0.40110826,21.462385,61.43974,14.809392
Robertbury,Israel,22.340605,332.8277,0.83708483,13.253579,23.317505,25.097607
Kaylaburgh,Mayotte,15.723281,399.4136,1.1836398,79.107414,46.515686,40.27972
Guzmanmouth,Montserrat,5.749382,476.23257,1.3552333,74.08189,10.928958,25.696938
West Patricia,Saint Pierre and Miquelon,14.880866,468.45593,2.106546,52.464973,13.379135,2.253999
North Ronald,Antigua and Barbuda,14.80062,389.8322,0.0844924,44.48517,47.567272,37.403465
Port Eric,North Macedonia,15.284619,404.92462,0.8762727,37.4368,82.98037,19.363869
West Johnburgh,Aruba,2.286275,433.0687,-0.12407339,1.0109411,40.11547,14.300146
New Molly,Cameroon,10.884165,387.42834,0.6467959,42.76704,87.98119,17.773453
North Sandraberg,Cook Islands,6.9248486,405.46945,1.6164676,17.028429,23.262209,6.581231
North Johnnyhaven,Italy,14.9174,368.3261,-0.39499798,9.874369,32.43711,7.323147
South Emmaburgh,Reunion,19.42773,331.45038,1.2041744,19.54514,21.15224,32.654972
East Frankmouth,Croatia,9.056311,455.67307,-0.91084427,0.8737069,15.221164,25.793987
Cisnerostown,Palau,8.990262,324.78357,0.5398149,87.22543,74.216225,44.10909
Robertmouth,Iraq,22.166788,361.3728,0.05433669,55.256523,66.39943,23.12197
New Kyle,Dominican Republic,19.346134,409.01138,-1.8766247,72.62542,78.685265,39.186745
Browntown,Solomon Islands,9.229652,398.65802,-0.23110001,63.445633,19.094223,11.696553
West Elizabethside,Lebanon,8.923133,416.08197,-0.83865607,12.328567,93.313286,1.6882789
Lake Jacqueline,Faroe Islands,14.051526,325.8795,-0.6012707,62.02759,21.923826,40.626205
East Angelaburgh,Mexico,2.3393643,377.41797,0.43342042,6.5921082,98.84637,24.540125
Thomasland,Angola,14.028058,409.93698,-0.29847196,1.0584176,22.111488,1.2717767
Port Brianfort,Bhutan,10.861763,414.36755,-0.4993403,60.52382,91.90904,7.827621
West Mary,Mongolia,9.622163,374.724,0.17355555,61.96199,11.171989,39.29469
Davidtown,Liberia,22.196878,466.8033,-0.4103224,74.5299,1.1345071,11.391764
Colonton,Bouvet Island (Bouvetoya),17.463171,409.32837,-0.78057706,28.5709,12.405447,33.146774
West David,Korea,9.347196,339.97842,0.25240856,65.55302,84.3147,39.74245
Port Johnmouth,Georgia,13.321976,412.93726,-1.351873,69.14454,30.628838,26.218315
New Kathryn,Djibouti,11.785641,427.73465,0.15239231,18.2873,58.708138,33.604546
Samuelton,United States Virgin Islands,16.900375,442.19272,-0.22297479,5.86075,98.71051,41.95191
Jenniferland,Burundi,17.222034,402.84073,-0.7640856,64.94383,93.722786,4.4631276
Rogersmouth,Niue,7.8736367,308.72516,-0.5060232,3.780283,76.29709,0.83695763
Moraleston,Swaziland,10.442753,403.7677,-0.25079846,18.787203,47.761307,25.400705
Cooperberg,Cambodia,14.346629,353.71048,1.3897659,71.07596,2.712849,15.190274
West Karenfurt,Central African Republic,10.744709,450.2219,-0.5962033,88.63309,28.568579,49.49712
Port Angela,Hungary,14.140823,382.9052,0.21929054,43.78768,19.715513,49.423584
East Annaside,United Arab Emirates,15.65066,425.23154,-0.2085278,64.07446,90.94384,30.750324
Tamarachester,Indonesia,17.663038,396.80423,1.1164334,35.99424,59.710297,21.778627
Hobbsburgh,Holy See (Vatican City State),15.590112,404.42496,-0.6425244,74.720276,5.5640554,1.598994
Lake Brett,Holy See (Vatican City State),17.74497,403.3237,1.0259829,45.694054,14.618614,25.0866
Taylormouth,Lesotho,19.929398,384.01917,-1.3999474,83.23221,73.092445,14.34419
Lake Lynn,Armenia,11.475347,443.4165,0.11084216,23.340048,59.278217,24.460249
East Thomasbury,Mali,12.158953,356.90753,0.6967572,17.497154,30.523975,8.035747
Marieville,Greenland,13.575552,384.97913,-0.3285887,34.749817,57.013306,44.210922
Chapmantown,Dominica,17.689758,384.05072,0.48754814,95.705345,31.84167,41.082027
New Johnny,Philippines,17.22822,366.3563,1.7078961,93.35898,71.94665,36.730736
South Kimberlyside,Honduras,9.738448,435.3627,0.67389137,4.0243154,34.931824,13.650458
Kerrfort,Iraq,8.549683,529.9113,0.10106124,12.568585,24.023928,14.847921
New Jake,Bhutan,14.392628,448.34668,-0.3924159,61.153755,23.918081,42.282017
East Brandyberg,Tokelau,12.429425,339.96344,-0.87945515,53.592846,8.996944,28.84457
Jefferyport,Turks and Caicos Islands,19.786299,423.7954,-0.5818358,57.53858,15.879508,2.9583833
East Kimberly,Western Sahara,16.087837,343.04767,1.0215385,64.18218,19.71212,38.557354
New Emilyton,Cambodia,19.992367,390.58868,-1.3028592,65.365166,19.586191,38.82497
West Rachael,Guyana,18.985865,364.83496,-0.060945928,99.14207,22.334854,19.529442
Johnsonshire,Yemen,22.059002,374.87686,0.65805143,79.88361,74.86549,39.45814
East Alexandra,Swaziland,17.540422,366.99893,0.9246161,42.372555,87.976555,45.781002
South Danielfort,China,16.564808,410.2619,-0.4495722,99.798164,23.719387,33.079166
Jessicaland,Algeria,10.534141,433.3286,1.8172624,65.73208,18.043556,16.659327
Lake Christopher,Argentina,11.932167,309.2206,0.90366954,44.216343,23.4967,6.2011957
North Zachary,Saint Vincent and the Grenadines,16.776127,339.7276,-1.9911952,18.139496,93.41042,14.369517
Padillaberg,Denmark,14.876491,408.77063,0.6522507,9.972638,29.030952,23.436907
Wheelerland,Cuba,10.88136,505.1528,0.09694957,41.700745,5.522948,7.156121
Youngland,United Kingdom,23.46694,376.29337,-1.1530266,2.16988,23.746044,24.168598
South Caseyberg,Svalbard & Jan Mayen Islands,14.451901,435.27948,0.2856279,67.83881,59.308086,47.37203
Alexandermouth,Angola,16.473244,370.2261,0.5070085,10.148562,35.29873,1.221963
South Amyport,Macao,16.366085,352.7832,1.3993238,93.64095,96.078125,27.802385
Lake Robert,Iran,26.543627,380.20087,1.0953758,17.403778,44.589447,12.932552
Donfort,Pakistan,15.928445,396.5622,-0.30658928,42.407272,85.28914,7.3809695
Lake Richardport,Ecuador,18.263042,401.8695,-0.8815668,74.35717,29.803997,10.551472
Larsonfurt,Kiribati,11.346869,384.58597,2.234238,60.464657,29.615597,49.820175
South Robertmouth,Macao,16.993658,347.66675,-1.5674905,12.832655,78.33755,30.41163
New Tracy,Belize,15.506165,388.2387,-2.7930481,11.005939,32.936905,36.718884
Matthewberg,Heard Island and McDonald Islands,12.474215,406.971,-1.2308657,75.8931,94.27891,23.52286
Alexaburgh,Papua New Guinea,8.842651,405.85596,-1.0363052,35.11452,49.00861,31.79555
New Charles,Korea,10.2564745,360.14172,-0.26422736,64.94183,68.47415,13.98554
East Haley,Iceland,17.025314,415.72256,0.89081204,73.03549,29.006935,47.525745
Thomasburgh,Peru,21.337168,389.96048,-0.32018107,16.311998,38.5111,47.714127
Ashleymouth,South Georgia and the South Sandwich Islands,24.33437,490.32385,-0.04772648,65.77589,30.349766,28.241037
New Brianna,Guatemala,13.125597,420.51334,0.29761875,72.956474,8.977544,24.80807
Lake Kelsey,Libyan Arab Jamahiriya,14.132216,347.2262,0.39572042,16.206741,18.378956,35.521786
Kristinchester,Malawi,19.833271,410.01154,0.7628449,19.999886,55.18278,4.5204496
Wigginsfurt,Falkland Islands (Malvinas),15.871878,358.4442,0.72531545,37.499744,90.80632,19.373652
Port Sarahchester,Guatemala,17.426283,422.25848,0.768372,97.059265,14.003476,0.0657554
New Stacyton,Latvia,19.946,437.86734,1.3809634,30.28108,51.389954,0.42183575
Codyshire,Vietnam,11.957139,407.28314,-0.3630495,35.775627,42.183952,25.06536
Lake Katherineton,Norfolk Island,21.257753,440.98584,0.01625906,92.03401,19.46151,48.424232
South Benjamin,Serbia,17.099,450.59607,-0.1738207,18.901253,87.59622,39.766373
Tabithaborough,Saint Barthelemy,17.163546,393.57013,0.109562345,67.06558,3.451451,24.546247
East Robertshire,Palau,17.712173,372.014,0.06278545,21.75708,4.2263904,36.89877
New Jonathanstad,Canada,10.736034,357.91248,-0.5415203,25.40637,69.471306,39.255405
North Samueltown,Guinea-Bissau,19.209408,432.59857,-0.64799875,35.295322,0.9008394,23.106627
East Kenneth,Saudi Arabia,18.124275,483.25598,0.527066,37.1872,48.28849,3.4393218
Lisaview,New Caledonia,22.996925,424.5741,0.9679363,98.718796,65.84143,48.157227
Fritzstad,Timor-Leste,21.391947,471.19635,-0.10842495,1.1913832,66.90253,26.536789
Grantview,Germany,20.544231,393.89163,-0.7883219,61.282276,58.107483,35.34505
Raymondview,Sierra Leone,9.129531,333.40195,0.16582245,20.80816,9.953668,23.985289
Karenville,Vietnam,16.197254,433.4689,-1.4364802,50.573624,29.82364,40.174778
New Joelborough,Honduras,17.147255,370.1565,-0.0672035,66.12538,44.29302,1.0576396
Jacobbury,Bolivia,13.005126,332.84198,0.8427978,61.041832,32.982147,21.147095
Perezville,Malaysia,15.150102,429.5367,-1.1862936,13.837394,76.36937,19.531506
East Antonioside,Panama,15.708537,458.5466,1.250254,21.063135,29.674278,29.93363
West Belinda,Lithuania,10.059106,450.57297,0.76587176,91.8678,74.37339,14.092156
East Brianstad,Sweden,13.698692,353.76212,-0.8606601,6.519788,89.28298,2.7473187
North Ashley,Cayman Islands,18.599777,418.52023,1.1312238,58.15727,87.11899,18.46849
Karenburgh,Barbados,13.305964,447.5506,-0.36122322,9.650268,26.604055,36.271484
East Lisa,Eritrea,13.906061,350.68994,0.24092236,73.09474,88.3277,2.4185529
Port Micheleshire,Tanzania,15.763314,401.69055,0.7277958,54.793407,12.538562,19.669012
North Erinberg,Italy,10.256417,429.06244,1.2604235,9.426489,45.813377,41.203484
Daleport,Madagascar,12.505735,349.92267,-0.6076994,13.83798,35.23287,22.368101
Lake Andres,Turkey,21.012484,348.04443,-0.58667654,46.210266,33.29449,41.86298
New Marvinburgh,Albania,17.712404,449.35037,-0.56118965,28.655237,45.661552,1.3140837
Jessicachester,Eritrea,12.153684,414.44705,1.564808,11.689648,63.257107,32.287155
New Christian,Netherlands Antilles,16.289022,399.26358,0.081843846,88.88949,8.52995,6.248052
Goodwinshire,Niger,17.114613,394.03702,-0.012185577,38.12029,57.72463,47.142147
West Rebeccaberg,Canada,18.278698,437.54553,1.0472044,19.026857,70.219086,40.50233
Port Joshuaview,Jordan,16.720285,273.56808,-0.19097914,29.289923,13.126986,7.642589
Lake Jayview,Serbia,19.38749,351.92337,0.7316746,79.30895,7.4053383,35.435566
Helenstad,Ghana,13.606066,415.33722,-0.8399046,12.344773,76.95086,1.6169991
Smithchester,United Arab Emirates,15.007356,390.6328,0.08634227,9.10608,49.425026,40.92818
Jonland,United Arab Emirates,15.754623,467.8647,0.95634407,6.5005765,74.98254,44.695145
Jameschester,Congo,9.76704,448.11856,-0.93044114,6.2065625,81.53494,46.29965
Trevinoborough,Somalia,13.862149,395.53558,-0.27900067,24.146624,91.536896,38.320023
Lake Julie,Romania,12.445476,389.712,-0.033281755,89.84511,7.9434214,39.60434
New Ruthbury,Burkina Faso,22.349598,390.00064,-0.19330636,94.23593,55.419178,47.243336
East Breannaside,Tunisia,8.15012,360.15265,-1.751256,73.86694,75.1695,18.033932
South Tracey,Suriname,16.008509,473.2855,-1.7070718,83.89496,11.146291,37.061787
Lake Kristen,Togo,16.335278,396.4704,-1.635511,54.196457,85.69904,33.72504
Port Sonia,Switzerland,19.061811,409.2085,-0.81963354,62.473507,1.1170883,32.406116
West Ericberg,Cambodia,17.635864,476.40466,0.565357,57.970337,22.377752,32.10184
Cooperhaven,Cambodia,17.261602,398.09442,0.70817643,5.2835917,50.229744,49.295147
Margaretport,Kazakhstan,10.173731,417.62714,-0.13785267,13.338603,61.438877,3.49968
Michaelland,Marshall Islands,11.80958,500.85526,1.2780617,35.772728,8.71131,6.7848644
Smallport,Mayotte,13.87314,399.27927,-0.8610785,76.25331,59.949753,38.616825
Port Coltonberg,Greenland,16.951468,323.91037,1.7278411,44.048676,90.10284,32.344505
Josephbury,Congo,24.515574,376.77628,1.3605031,69.03606,27.406658,49.860115
Roblesfort,Gibraltar,26.699173,404.2493,-1.3144568,16.111847,27.432484,33.682365
New Jeffreyport,Mexico,20.083317,385.53952,0.40413627,59.621445,33.865967,5.695681
New Melissaborough,Congo,4.919807,391.15533,-2.718691,2.3776186,89.21584,22.67607
Lake Julianfurt,Bolivia,30.040133,412.77747,0.12931164,59.594772,63.984917,4.876842
Michaelport,Guyana,15.889184,413.40482,0.5070949,59.33326,26.610624,48.900814
Michelletown,Iraq,16.727594,412.36618,0.6577089,99.8404,2.943647,21.734522
Lake Ann,Gabon,14.044803,361.03336,-0.9874106,43.288185,31.37246,45.192608
West Shannon,Bosnia and Herzegovina,21.672915,381.4425,0.17020755,50.506355,93.14585,14.151984
Lake Abigail,Austria,19.927855,389.51428,-0.16394128,54.27568,94.58766,31.467306
Tammymouth,Greenland,11.650795,388.24918,-1.1694835,21.1358,3.8368123,48.210503
West Stephanie,United States Minor Outlying Islands,5.2970285,487.70224,-1.1033248,91.37606,19.145283,10.247364
Port Kyleport,Botswana,17.842564,413.7292,-1.44587,63.46584,76.45717,30.58821
Smithfurt,Kenya,24.976522,331.73276,0.62069064,33.524403,41.948666,22.972004
Kelleyland,Qatar,18.139559,352.98904,1.6423506,9.191207,76.67771,25.367914
Skinnerhaven,Bolivia,15.179919,464.15308,0.12185964,35.404263,88.0068,3.2402477
East Jimmyland,Bhutan,19.646801,391.5997,1.6591321,77.44462,83.56305,49.171127
New Sara,Central African Republic,17.541815,373.33224,-0.20161486,59.29401,31.929466,28.807732
Josephstad,Kenya,6.48294,384.74298,1.2365726,0.84843177,44.11468,0.29611528
Lake Sydneyfort,Syrian Arab Republic,8.356494,319.66113,-1.6649595,80.59771,15.935924,42.44868
South Annburgh,Senegal,11.582818,412.07794,-1.0374402,14.435169,88.87679,16.900965
Martinezstad,Bolivia,16.462698,359.0232,0.5357601,53.254227,11.637518,27.07899
Lake Johnberg,Angola,10.929511,427.84818,1.753317,55.062508,48.354145,4.5851326
East Andrewton,Northern Mariana Islands,23.731173,440.64673,0.5791731,23.45813,10.06975,5.106101
East Jacqueline,Afghanistan,6.675645,377.58096,-0.5001836,97.28284,35.27487,39.19831
New Steven,Congo,11.244216,383.89703,1.5598361,21.234892,78.276474,38.64858
Lewisborough,Solomon Islands,14.775809,389.57324,1.1051552,99.135475,32.851707,12.136265
Port Antonioshire,Sao Tome and Principe,17.415909,483.2044,0.03885775,48.49018,90.22705,12.611974
South Thomasport,Liberia,18.514904,339.9739,-2.9869242,78.89516,35.94209,13.624141
Chavezmouth,Ukraine,19.667587,310.4023,0.5458,38.36149,46.167034,4.8712473
North Beverlyview,Australia,16.84847,364.40036,-0.73511547,18.220732,73.98572,6.7475553
Brownton,Saint Martin,13.91899,455.07245,-0.013588491,0.54652154,40.913166,20.15239
South Kimberly,Montserrat,15.539381,459.1743,-0.88065,67.680466,94.23781,5.677811
Lake Denise,Armenia,16.590343,369.39175,-0.04966165,48.680107,12.290769,37.12157
Lake Bianca,Turks and Caicos Islands,19.771511,353.29868,-2.5091898,77.284836,49.84531,40.621647
Lauraville,Western Sahara,15.792696,349.86,0.7192228,29.555717,57.167545,10.854068
East Kathy,Azerbaijan,16.413282,372.10345,-0.44147506,2.0095963,74.21767,42.621082
West Maria,Thailand,15.864331,342.6291,1.534692,45.63669,39.389038,28.952187
Port Reneechester,United States Minor Outlying Islands,21.43034,395.69638,-0.14689764,99.609024,42.13274,3.1934621
Bennettmouth,Fiji,17.05249,379.7422,0.5745011,25.84565,14.458519,12.908976
Lake Katelyn,Mozambique,16.914423,355.61017,1.1492325,35.224567,3.8183596,40.801376
North Janet,Philippines,17.783157,453.8516,-0.2814771,7.4318876,18.043837,21.521624
Crawfordville,Moldova,21.456717,415.71323,-1.2800541,62.47878,91.90167,17.865002
Arnoldborough,Micronesia,17.310268,425.9151,0.70392495,8.762427,18.616405,17.89073
South Markhaven,El Salvador,20.643385,425.38348,-0.15701598,31.836279,63.757053,25.41854
East Kimberlyton,Kuwait,12.620161,396.4778,0.87017715,65.22416,34.967033,36.72481
North Ryanberg,Lesotho,9.143378,395.22873,1.6006993,74.302956,55.405666,27.86166
Moorehaven,Sierra Leone,24.57835,395.2502,1.7785838,55.405968,14.975174,43.432426
Stephanieland,Mayotte,17.084616,456.1902,-1.481244,20.141954,17.534538,36.246265
Sallybury,Bouvet Island (Bouvetoya),14.054709,421.41412,-2.3303633,98.86318,29.453339,44.435806
Ruiztown,Mauritania,17.572073,368.43973,0.651366,34.331944,89.7925,17.121365
West Clinton,British Virgin Islands,19.015886,357.28418,-0.84873056,73.98404,82.1064,19.892593
Port Kellyside,Sweden,19.133116,419.09708,-0.19541347,40.021175,70.356346,23.927322
New Connieton,Greenland,15.782309,356.43332,0.41793185,30.581465,82.41471,38.468834
West Arthurburgh,Sweden,12.776637,413.5889,-0.9509049,70.07675,83.8063,4.309112
Melissamouth,Western Sahara,13.546125,364.8952,-0.27911437,3.8542838,26.451197,36.165466
Lindafurt,Saint Pierre and Miquelon,9.220733,343.83032,0.8678623,56.62923,62.074394,5.8295574
North Derekchester,Bhutan,20.913933,328.58224,1.0604876,38.08663,45.790447,0.30651677
North Christineport,Estonia,18.150013,311.90714,0.06383383,33.49281,30.797749,34.00511
West Christopher,Belgium,20.822773,405.007,1.1587439,66.69996,35.521667,15.397721
Morriston,Samoa,11.008796,331.73203,-1.5639229,58.949524,14.129746,27.464762
Lake Jennifer,Albania,26.44372,353.46204,-0.96054363,11.738802,53.55756,11.251891
Daviston,Kazakhstan,14.189171,337.72086,-2.1390944,19.957558,83.72606,16.070312
Gilbertfort,Saudi Arabia,17.59396,463.79987,-0.7221031,54.878624,41.61953,36.541183
Cainchester,New Zealand,16.87742,450.88043,0.9610351,49.166245,27.08683,11.597685
New Ericfurt,Bhutan,11.535816,379.88272,-0.96019626,9.55631,28.845291,42.836918
South Sean,Madagascar,13.323628,353.15756,-0.05377052,74.002075,61.354153,32.13484
North Jessicaton,Iraq,22.467402,366.66003,0.047456913,81.05428,68.47596,44.6203
Michaelburgh,British Indian Ocean Territory (Chagos Archipelago),10.017564,360.38556,-0.62525356,41.478245,87.87283,27.238441
South Chadchester,Qatar,9.651344,495.90372,0.09441285,20.44478,62.21018,36.38224
New Melanie,Greece,14.819863,342.75378,-0.88296616,66.01898,50.853813,43.194687
Port Kevinshire,Niue,11.776595,386.0787,0.4359951,47.20725,43.981503,27.254333
Gonzaleshaven,South Georgia and the South Sandwich Islands,17.249771,437.6289,0.72589004,56.608265,30.387157,18.331938
Heathmouth,Papua New Guinea,14.54222,430.25098,1.8515137,91.09098,20.22464,14.5588875
East Rachel,Serbia,8.411595,370.98813,-2.2181256,73.62781,60.52912,36.625736
Sarahaven,American Samoa,12.019858,371.8058,-0.15781017,49.29999,24.819223,9.60046
Gutierreztown,Ghana,4.6984577,356.0565,-2.0450583,20.388803,59.19215,10.947061
Ortizstad,Puerto Rico,17.218975,420.5857,0.007662433,36.166725,35.77752,40.09629
Martinezfort,Bahamas,16.260138,313.67728,1.3726326,77.75568,45.030014,0.9152068
West Amyport,South Africa,8.702258,474.6971,-0.5163586,77.25463,67.79959,43.703377
South Laurenchester,Burkina Faso,20.055048,393.7485,0.51134986,2.4193506,48.25755,20.95529
Brandontown,Fiji,10.238989,399.34323,0.77278185,69.57779,88.40015,32.998875
Stephentown,Antigua and Barbuda,8.34382,440.74933,-1.7065241,40.03991,3.299408,3.9778926
East Jenniferburgh,Argentina,16.585724,501.126,-0.6407082,28.746225,13.819747,6.1397977
Stevenborough,Saint Kitts and Nevis,14.298848,394.80692,0.0702596,2.3925428,91.498405,20.873579
Pattonberg,Haiti,11.975031,268.6499,-0.9564121,33.81396,76.23307,47.928627
West Briannafort,Congo,22.033897,412.85516,-1.697959,46.746353,40.328396,14.273259
New Steven,Costa Rica,18.625437,448.46793,0.025277767,31.092978,57.05335,43.7808
Bettyville,Morocco,11.590833,382.4204,1.2213404,71.49596,28.53072,45.70167
West Benjamin,Benin,20.39845,455.42603,0.6520106,96.95701,50.378872,8.130808
Cainbury,Anguilla,14.7652025,341.01587,-0.48077932,85.51033,2.5728855,6.793357
North Jennifer,Western Sahara,12.29842,440.15454,-1.0017065,43.90464,10.4801445,14.074262
South Caitlintown,Bermuda,23.84674,437.20917,0.43619135,30.947369,72.82953,5.973921
South Anthony,Nigeria,9.161673,404.90826,-0.045962196,80.00471,27.730536,10.026532
Craigland,Monaco,18.758003,521.0698,-2.0065947,35.67695,48.268284,2.956858
Hancocktown,Burundi,16.417269,440.94186,-0.5686073,19.250937,22.04191,32.20649
Greenberg,Iran,11.587312,460.42017,-0.026445081,72.48493,92.31534,33.880527
Zacharychester,Belarus,15.531984,369.65582,-0.461719,10.798,86.60962,12.066068
East Michaelside,Colombia,11.01866,371.5987,1.5962942,0.65230095,26.409485,15.704687
Youngshire,Macao,19.428345,358.8673,0.29048112,33.648483,40.63385,9.452232
Cannonhaven,Cyprus,12.939616,460.4518,-0.12187086,0.18634623,61.919262,22.505642
New Kevinview,Denmark,18.00707,445.518,1.1313714,35.641,78.5286,41.732967
Lake Mary,Jamaica,12.22699,420.45224,0.41254714,79.10567,0.66885585,25.239067
Miguelstad,Algeria,9.757961,409.6289,-0.27685854,20.618393,62.42314,29.307703
Robertsfort,Micronesia,14.563589,460.7182,-0.603182,28.284523,8.453957,26.73466
Gileshaven,Italy,16.766346,448.20807,-2.094813,26.94628,39.25413,5.671574
New Vincentfort,Dominica,12.859311,414.0557,0.9119282,64.598694,90.3608,8.870903
Williamsonberg,Jersey,22.025326,383.15747,0.9349958,1.7057091,7.0460806,8.202446
New Williamport,Guinea-Bissau,17.980017,335.6395,-1.2000238,11.65485,46.455154,12.887345
Melindabury,Honduras,8.471601,365.31323,-2.1647198,66.77203,22.981047,16.616999
Port Patricia,Albania,5.7478614,417.66693,0.28648552,43.875904,61.462753,43.265972
North Teresamouth,Saint Martin,2.8604772,321.41138,0.15970527,85.72169,98.45817,19.342867
Michellechester,Monaco,12.94069,409.00034,-2.059103,69.84352,38.086372,4.1870456
North Stevenview,Papua New Guinea,7.842159,327.05786,-0.4548664,58.109848,55.73436,29.000162
Nealville,Kazakhstan,11.015555,304.27554,-0.078897,10.629356,26.85903,10.220128
South Brandonburgh,Malaysia,7.6370025,402.13913,-0.40497202,51.66438,26.655905,4.854585
East Angelicamouth,United States Minor Outlying Islands,10.905868,334.8691,1.9170266,8.191688,9.5468,45.087467
Douglasborough,Hong Kong,20.871498,389.1335,-0.9933455,45.54321,3.8294997,14.362159
Lake Heathertown,Greenland,8.974228,341.36935,-0.4696061,46.30326,62.643517,8.963157
Olsenstad,Paraguay,24.169424,412.1764,0.9646452,90.401924,44.29293,22.448605
Randyside,Bahrain,12.442322,364.3111,-1.026085,68.01809,54.47738,25.600828
Stevenhaven,Netherlands,5.524994,371.49313,0.13623396,74.20242,31.763416,39.616512
Schwartzville,Saint Helena,17.291338,328.09195,-2.1161053,69.228096,24.744358,28.74553
Dawnhaven,Korea,15.624434,452.55493,-0.1974504,91.78106,26.91278,41.70362
Davisberg,Turkey,23.641659,390.28506,0.73986685,78.447914,94.765755,34.004883
South Jordanport,Algeria,20.106491,353.67078,-2.4596736,52.62636,85.192764,0.71722066
Johnnyfort,Netherlands,8.471572,409.22647,-2.6904411,95.120346,88.429016,18.398058
Ryanmouth,Timor-Leste,21.341707,344.89716,0.94309676,60.637627,88.40727,30.47082
Port Destinyfort,Gambia,17.145401,388.69266,0.6524154,67.36132,88.02402,29.96619
Smithburgh,Dominica,8.2108555,437.28055,-2.4122853,82.25801,51.186428,12.131752
East Pamela,Japan,17.365164,365.75397,1.2569093,61.93867,53.699512,16.06434
South Jean,Nauru,16.906984,530.37933,-2.223056,74.92641,88.24806,18.324291
North Michelle,Guernsey,11.311303,417.1024,-0.994274,13.17384,97.73692,23.036839
Josephhaven,Oman,20.787039,484.93793,-0.5999332,33.936806,28.356256,44.320858
West Jon,Zambia,9.067342,394.81387,-0.84394205,22.498775,39.134354,5.4946404
West Jessicastad,Somalia,19.43846,511.24835,-2.98242,13.087372,58.222576,49.587894
North Scott,Brunei Darussalam,14.585035,436.99338,-0.23028702,39.985767,78.82869,0.8005625
Port Charles,Papua New Guinea,17.863039,368.37415,-0.699296,23.526155,56.974693,43.66292
East Alexa,Honduras,9.506954,408.04623,-0.80323064,3.265587,25.275501,41.207767
Jacksonville,Russian Federation,16.470127,340.42267,0.23444569,4.203633,81.14125,49.585064
Jaclynchester,Angola,11.59675,469.00647,-0.3955512,65.15043,22.379963,41.215466
West Andrewville,Comoros,20.797518,390.2592,1.1321722,57.727676,3.651046,12.392339
Trevinoburgh,Congo,11.327657,428.21777,-0.63782483,55.377743,8.039253,23.468119
Hernandezbury,South Africa,9.470465,324.4752,-1.3193942,20.529995,34.917984,32.663055
Josephfurt,Ukraine,5.688935,430.202,-0.41493508,91.95925,75.987076,12.78969
Charlesborough,Qatar,13.725934,404.0052,1.2301115,67.37232,62.528255,19.77336
West Aaronport,Antigua and Barbuda,18.322977,431.83893,0.04141796,88.14784,8.21084,7.451042
